,Name,Gender,Birthdate,Genres
1116,John Cameron Mitchell,Non-binary,1963-04-21,"['Music', 'Drama', 'Comedy']"
1117,Sion Sono,Male,1961-12-18,"['Comedy', 'Romance', 'Horror', 'Drama', 'Action', 'Thriller']"
1118,James Isaac,Male,1960-06-05,"['Horror', 'Science Fiction']"
1119,Lucrecia Martel,Female,1966-12-14,['Drama']
1120,Catherine Breillat,Female,1948-07-13,['Drama']
1121,Tom Green,Male,1971-07-30,['Comedy']
1122,Jean-Jacques Annaud,Male,1943-10-01,"['Romance', 'War', 'Adventure', 'Drama', 'Mystery', 'Thriller', 'History']"
1123,Jessie Nelson,Female,,['Drama']
1124,Jerry Zucker,Male,1950-03-11,"['Fantasy', 'Comedy', 'Romance', 'Adventure', 'Drama', 'Mystery', 'Thriller']"
1125,Lawrence Guterman,Male,,"['Comedy', 'Family']"
1126,John A. Davis,Male,1963-07-04,"['Comedy', 'Family', 'Adventure', 'Action', 'Animation', 'Science Fiction']"
1127,Bill Paxton,Male,1955-05-17,"['Crime', 'Drama', 'Thriller']"
1128,Larry Clark,Male,1943-01-19,"['Crime', 'Drama']"
1129,Jay Chandrasekhar,Male,1968-04-09,"['Crime', 'Mystery', 'Comedy']"
1130,Erik Skjoldbjærg,Male,1964-12-14,"['Romance', 'Crime', 'Drama', 'Mystery', 'Thriller']"
1131,Toshiaki Toyoda,Male,1969-03-10,['Drama']
1132,Rintaro,Male,1941-01-22,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction']"
1133,Léa Pool,Female,1950-09-08,"['Drama', 'Romance']"
1134,Robert Eggers,Male,1983-07-07,"['Fantasy', 'Horror', 'Adventure', 'Drama', 'Action', 'Mystery', 'Thriller']"
1135,Alex Garland,Male,1970-05-26,"['Fantasy', 'Horror', 'Drama', 'Thriller', 'Science Fiction']"
1136,Tom McCarthy,Male,1966-06-07,"['Drama', 'History']"
1137,Alfonso Gomez-Rejon,Male,1972-11-06,"['Drama', 'Comedy']"
1138,Elizabeth Banks,Female,1974-02-10,"['Music', 'Crime', 'Thriller', 'Comedy']"
1139,John Crowley,Male,,"['Drama', 'Romance']"
1140,Karyn Kusama,Female,1968-03-21,"['Horror', 'Thriller', 'Comedy']"
1141,Sam Taylor-Johnson,Female,1967-03-04,"['Drama', 'Thriller', 'Romance']"
1142,Charlie Kaufman,Male,1958-11-19,"['Comedy', 'Romance', 'Drama', 'Mystery', 'Animation', 'Thriller']"
1143,Duke Johnson,Male,1979-03-20,"['Drama', 'Animation', 'Romance', 'Comedy']"
1144,Peter Sohn,Male,1975-06-21,"['Fantasy', 'Comedy', 'Romance', 'Family', 'Adventure', 'Animation']"
1145,Sebastian Schipper,Male,1968-05-08,"['Crime', 'Thriller', 'Romance']"
1146,Ari Sandel,Male,1974-09-05,"['Comedy', 'Romance']"
1147,Joel Edgerton,Male,1974-06-23,"['Drama', 'Mystery', 'Thriller']"
1148,S. Craig Zahler,Male,1973-01-23,"['Horror', 'Drama', 'Western']"
1149,Deniz Gamze Ergüven,Female,1978-06-04,['Drama']
1150,Rick Famuyiwa,Male,1973-06-18,"['Crime', 'Drama', 'Comedy']"
1151,Jake Schreier,Male,1981-09-29,"['Drama', 'Mystery', 'Comedy', 'Romance']"
1152,Aaron Hann,Male,,"['Horror', 'Drama', 'Mystery', 'Thriller', 'Science Fiction']"
1153,Mario Miscione,Male,,"['Horror', 'Drama', 'Mystery', 'Thriller', 'Science Fiction']"
1154,Baltasar Kormákur,Male,1966-02-27,"['Adventure', 'Drama', 'History']"
1155,Marielle Heller,Female,1979-10-01,"['Comedy', 'Romance', 'Crime', 'Drama', 'History']"
1156,Leigh Whannell,Male,1977-01-17,"['Horror', 'Action', 'Mystery', 'Thriller', 'Science Fiction']"
1157,John Wells,Male,1956-05-28,['Drama']
1158,Mark Osborne,Male,1970-09-17,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Action', 'Animation']"
1159,Todd Strauss-Schulson,Male,1980-06-24,"['Horror', 'Comedy']"
1160,Stephen Cognetti,Male,,"['Horror', 'Mystery', 'Thriller']"
1161,László Nemes,Male,1977-02-18,"['Drama', 'Thriller', 'War']"
1162,Anna Muylaert,Female,1964-04-21,['Drama']
1163,Osgood Perkins,Male,1974-02-02,"['Horror', 'Fantasy', 'Mystery', 'Thriller']"
1164,Scott Cooper,Male,1970-04-20,"['Horror', 'Crime', 'Drama', 'Mystery', 'Thriller', 'History']"
1165,Gregory Jacobs,Male,,"['Drama', 'Comedy']"
1166,Dexter Fletcher,Male,1966-01-31,"['Comedy', 'Music', 'Adventure', 'Drama', 'History']"
1167,Ilya Naishuller,Male,1983-11-19,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
1168,Agnieszka Smoczyńska,Female,1978-05-18,"['Fantasy', 'Romance', 'Horror', 'Music', 'Drama']"
1169,Paul Tibbitt,Male,1968-05-13,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Animation']"
1170,John Francis Daley,Male,1985-07-20,"['Fantasy', 'Comedy', 'Crime', 'Adventure', 'Mystery']"
1171,Jonathan Goldstein,Male,1969-01-01,"['Fantasy', 'Comedy', 'Crime', 'Adventure', 'Mystery']"
1172,Rodney Rothman,Male,,"['Adventure', 'Action', 'Animation', 'Science Fiction']"
1173,Bob Persichetti,Male,1973-01-17,"['Adventure', 'Action', 'Animation', 'Science Fiction']"
1174,John Krasinski,Male,1979-10-20,"['Horror', 'Drama', 'Thriller', 'Science Fiction']"
1175,Felix van Groeningen,Male,1977-11-01,['Drama']
1176,Bradley Cooper,Male,1975-01-05,"['Music', 'Drama', 'Romance']"
1177,Jonah Hill,Male,1983-12-20,"['Drama', 'Comedy']"
1178,Susanne Bier,Female,1960-04-15,"['Horror', 'Drama', 'Thriller']"
1179,Boots Riley,Male,1971-01-01,"['Fantasy', 'Comedy', 'Science Fiction']"
1180,Bo Burnham,Male,1990-08-21,"['Drama', 'Comedy']"
1181,Susan Johnson,Female,1970-12-18,"['Comedy', 'Romance']"
1182,Phil Johnston,Male,,"['Adventure', 'Animation', 'Family', 'Comedy']"
1183,Corin Hardy,Male,1975-01-06,['Horror']
1184,Aneesh Chaganty,Male,1991-01-01,"['Horror', 'Drama', 'Mystery', 'Thriller']"
1185,Steven Caple Jr.,Male,1988-01-01,"['Adventure', 'Drama', 'Action', 'Science Fiction']"
1186,Claire Scanlon,Female,,"['Comedy', 'Romance']"
1187,Vince Marcello,Male,,"['Comedy', 'Romance']"
1188,Jeff Tomsic,Male,,"['Action', 'Comedy']"
1189,Elizabeth Chai Vasarhelyi,Female,1979-01-01,"['Adventure', 'Documentary']"
1190,Jimmy Chin,Male,1973-10-12,"['Adventure', 'Documentary']"
1191,Scott Mosier,Male,1971-03-05,"['Fantasy', 'Animation', 'Family', 'Comedy']"
1192,Yarrow Cheney,Male,,"['Fantasy', 'Animation', 'Family', 'Comedy']"
1193,Domee Shi,Female,1989-09-08,"['Fantasy', 'Animation', 'Family', 'Comedy']"
1194,Roar Uthaug,Male,1973-08-25,"['Adventure', 'Action', 'Fantasy']"
1195,Desiree Akhavan,Female,1984-12-27,['Drama']
1196,Paul Dano,Male,1984-06-19,['Drama']
1197,Julius Avery,Male,,"['Horror', 'Thriller', 'Science Fiction', 'War']"
1198,Daniel Goldhaber,Male,,"['Horror', 'Mystery', 'Thriller']"
1199,Kay Cannon,Female,1974-08-27,['Comedy']
1200,Carlos López Estrada,Male,1988-09-12,"['Fantasy', 'Comedy', 'Family', 'Crime', 'Drama', 'Action', 'Adventure', 'Animation']"
1201,Julius Onah,Male,1983-02-10,"['Horror', 'Action', 'Thriller', 'Science Fiction']"
1202,Nadine Labaki,Female,1974-02-18,['Drama']
1203,George Tillman Jr.,Male,1969-01-26,"['Crime', 'Drama']"
1204,Richard Shepard,Male,1965-01-01,"['Horror', 'Drama', 'Thriller']"
1205,Bart Layton,Male,1975-01-01,"['Crime', 'Drama', 'Documentary']"
1206,Morgan Neville,Male,1967-10-10,['Documentary']
1207,Hu Bo,Male,1988-07-20,"['Crime', 'Drama']"
1208,Cristóbal León,Male,1980-11-22,"['Horror', 'Drama', 'Animation']"
1209,Joaquín Cociña,Male,1980-03-18,"['Horror', 'Drama', 'Animation']"
1210,Stefano Sollima,Male,1966-05-04,"['Crime', 'Action', 'Thriller']"
1211,Sam Levinson,Male,1985-01-08,"['Comedy', 'Romance', 'Horror', 'Drama', 'Thriller']"
1212,Josie Rourke,Female,1976-09-03,"['Drama', 'History']"
1213,Jacques Audiard,Male,1952-04-30,"['Crime', 'Western', 'Drama']"
1214,Olivia Wilde,Female,1984-03-10,"['Drama', 'Mystery', 'Thriller', 'Comedy']"
1215,Darius Marder,Male,1974-06-03,"['Music', 'Drama']"
1216,Josh Cooley,Male,1979-05-23,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Animation']"
1217,Galder Gaztelu-Urrutia,Male,1974-01-01,"['Drama', 'Thriller', 'Science Fiction']"
1218,Lulu Wang,Female,1983-02-25,"['Drama', 'Comedy']"
1219,Vince Gilligan,Male,1967-02-10,"['Crime', 'Drama', 'Thriller']"
1220,Johan Renck,Male,1966-12-05,['Drama']
1221,Sergio Pablos,Male,,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Animation']"
1222,David Michôd,Male,1972-11-30,"['Drama', 'War', 'History']"
1223,Rose Glass,Female,,"['Horror', 'Drama', 'Mystery']"
1224,Simon Kinberg,Male,1973-08-02,"['Adventure', 'Action', 'Fantasy', 'Science Fiction']"
1225,Lorcan Finnegan,Male,1979-05-25,"['Horror', 'Mystery', 'Thriller', 'Science Fiction']"
1226,Tyler Nilson,Male,,"['Adventure', 'Drama', 'Comedy']"
1227,Michael Schwartz,,,"['Adventure', 'Drama', 'Comedy']"
1228,Alma Har'el,Female,1976-01-01,['Drama']
1229,Kyle Newacheck,Male,1984-01-23,"['Action', 'Mystery', 'Comedy']"
1230,Joe Talbot,Male,1990-07-11,['Drama']
1231,Kleber Mendonça Filho,Male,1968-11-22,"['Western', 'Mystery', 'Thriller']"
1232,Juliano Dornelles,Male,,"['Western', 'Mystery', 'Thriller']"
1233,Gene Stupnitsky,Male,1977-08-26,"['Comedy', 'Romance']"
1234,Justin Baldoni,Male,1984-01-24,"['Drama', 'Romance']"
1235,Carlo Mirabella-Davis,Male,,"['Horror', 'Drama', 'Thriller']"
1236,Richard Stanley,Male,1966-11-22,"['Horror', 'Mystery', 'Thriller', 'Science Fiction']"
1237,Kevin Kölsch,Male,,"['Horror', 'Thriller']"
1238,Dennis Widmyer,Male,,"['Horror', 'Thriller']"
1239,Jérémy Clapin,Male,1974-02-13,"['Drama', 'Fantasy', 'Animation']"
1240,Nahnatchka Khan,Female,1973-06-17,"['Horror', 'Comedy', 'Romance', 'Science Fiction']"
1241,Gary Dauberman,Male,,['Horror']
1242,Craig Brewer,Male,1971-12-06,"['Drama', 'Comedy', 'History']"
1243,David Yarovesky,Male,,"['Horror', 'Mystery', 'Thriller', 'Science Fiction']"
1244,Vicky Jones,Female,1978-01-01,['Comedy']
1245,Jenny Gage,Female,,"['Drama', 'Romance']"
1246,Shannon Murphy,Female,,"['Drama', 'Comedy', 'Romance']"
1247,Stephen Merchant,Male,1974-11-24,['Comedy']
1248,Joanna Hogg,Female,1960-03-20,"['Drama', 'Romance']"
1249,Charlotte Wells,Female,1987-06-13,['Drama']
1250,Joel Crawford,Male,,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Action', 'Animation']"
1251,Zach Cregger,Male,1981-03-01,"['Horror', 'Mystery', 'Thriller']"
1252,Michael Philippou,Male,1992-11-13,"['Horror', 'Thriller']"
1253,Danny Philippou,Male,1992-11-13,"['Horror', 'Thriller']"
1254,Halina Reijn,Female,1975-11-10,"['Horror', 'Mystery', 'Comedy']"
1255,Edward Berger,Male,1970-01-01,"['Drama', 'War']"
1256,Mark Gustafson,Male,1959-09-19,"['Drama', 'Fantasy', 'Animation', 'Family']"
1257,Gerard Johnstone,Male,,"['Horror', 'Science Fiction']"
1258,Parker Finn,Male,1987-03-18,"['Horror', 'Mystery', 'Thriller']"
1259,Mimi Cave,Female,,"['Horror', 'Thriller']"
1260,Tom Gormican,Male,1970-01-01,"['Crime', 'Action', 'Comedy']"
1261,Jennifer Kaytin Robinson,Female,1988-04-04,"['Thriller', 'Romance', 'Comedy']"
1262,S. S. Rajamouli,Male,1973-10-10,"['Action', 'Drama']"
1263,Angus MacLane,Male,1975-04-13,"['Family', 'Adventure', 'Action', 'Animation', 'Science Fiction']"
1264,Lukas Dhont,Male,1991-06-11,['Drama']
1265,Mohamed Diab,Male,1978-06-13,['Mystery']
1266,Justin Benson,Male,1983-06-09,['Mystery']
1267,Aaron Moorhead,Male,1987-12-17,['Mystery']
1268,Sarah Polley,Female,1979-01-08,"['Crime', 'Drama']"
1269,Tom George,Male,,"['Crime', 'Mystery', 'Comedy']"
1270,Jeremiah Zagar,Male,1981-01-01,"['Drama', 'Comedy']"
1271,Kyle Edward Ball,Male,,['Horror']
1272,Olivia Newman,Female,,"['Drama', 'Mystery', 'Romance']"
1273,Adam Nee,Male,1981-07-19,"['Adventure', 'Action', 'Comedy']"
1274,Aaron Nee,Male,,"['Adventure', 'Action', 'Comedy']"
1275,Cooper Raiff,Male,1997-02-11,"['Drama', 'Comedy', 'Romance']"
1276,Michael Giacchino,Male,1967-10-10,"['Horror', 'Action', 'Fantasy']"
1277,Paloma Baeza,Female,1975-05-01,"['Fantasy', 'Comedy', 'Horror', 'Drama', 'Animation']"
1278,Niki Lindroth von Bahr,Female,1984-02-14,"['Fantasy', 'Comedy', 'Horror', 'Drama', 'Animation']"
1279,Emma De Swaef,Female,1985-01-01,"['Fantasy', 'Comedy', 'Horror', 'Drama', 'Animation']"
1280,Marc James Roels,Male,1978-01-01,"['Fantasy', 'Comedy', 'Horror', 'Drama', 'Animation']"
1281,Harry Bradbeer,Male,,"['Adventure', 'Crime', 'Mystery']"
1282,Scott Mann,Male,1979-12-01,['Thriller']
1283,Jeff Fowler,Male,1978-07-27,"['Comedy', 'Family', 'Adventure', 'Action', 'Science Fiction']"
1284,Quinn Shephard,Female,1995-02-28,"['Drama', 'Comedy']"
1285,David Blue Garcia,Male,,"['Horror', 'Thriller']"
1286,Deborah Chow,Female,1971-01-01,"['Intense Combat And Martial Arts', 'Fantasy Adventure, Heroism, And Swordplay', 'Epic Heroes', 'Show All…', 'Action-Packed Space And Alien Sagas', 'Imaginative Space Odysseys And Alien Encounters', 'Superheroes In Action-Packed Battles With Villains', 'Monsters, Aliens, Sci-Fi And The Apocalypse']"
1287,John Patton Ford,Male,,"['Crime', 'Drama', 'Thriller']"
1288,Eric Appel,Male,1980-08-13,"['Crime', 'Comedy', 'Music']"
1289,Christian Tafdrup,Male,1978-04-08,"['Horror', 'Drama', 'Thriller']"
1290,Eran Creevy,Male,,['Documentary']
1291,Giorgio Testi,Male,,['Documentary']
1292,Joe Pearlman,Male,,['Documentary']
1293,Casey Patterson,Female,,['Documentary']
1294,Sara Dosa,Female,,['Documentary']
1295,Michael Grandage,Male,1962-05-02,"['Drama', 'Romance']"
1296,Santiago Mitre,Male,1980-12-04,"['Crime', 'Drama', 'History']"
1297,Pierre Perifel,Male,,"['Adventure', 'Action', 'Animation', 'Family']"
1298,Chloe Okuno,Female,1987-08-01,"['Horror', 'Drama', 'Mystery', 'Thriller']"
1299,Henry Selick,Male,1952-11-30,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Animation']"
1300,Joaquim Dos Santos,Male,1977-06-22,"['Adventure', 'Action', 'Animation', 'Science Fiction']"
1301,Justin K. Thompson,Male,,"['Adventure', 'Action', 'Animation', 'Science Fiction']"
1302,Kemp Powers,Male,1973-10-30,"['Adventure', 'Action', 'Animation', 'Science Fiction']"
1303,Emerald Fennell,Female,1985-10-01,"['Crime', 'Drama', 'Thriller', 'Comedy']"
1304,Celine Song,Female,1988-09-19,"['Drama', 'Romance']"
1305,Emma Seligman,Female,1995-05-03,"['Drama', 'Comedy']"
1306,Michael Jelenic,Male,1977-05-12,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Animation']"
1307,Aaron Horvath,Male,1980-08-19,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Animation']"
1308,Justine Triet,Female,1978-07-17,"['Crime', 'Drama', 'Mystery']"
1309,Emma Tammi,Female,,"['Horror', 'Mystery']"
1310,Sam Esmail,Male,1977-09-17,"['Drama', 'Mystery', 'Thriller', 'Science Fiction']"
1311,Lee Cronin,Male,1973-06-01,"['Horror', 'Thriller']"
1312,Takashi Yamazaki,Male,1964-06-12,"['Horror', 'Action', 'Science Fiction']"
1313,Jeff Rowe,Male,,"['Animation', 'Action', 'Comedy', 'Science Fiction']"
1314,Andrew Haigh,Male,1973-03-07,"['Drama', 'Fantasy', 'Romance']"
1315,Brandon Cronenberg,Male,1980-01-10,"['Horror', 'Thriller', 'Science Fiction']"
1316,Matthew López,Male,1977-03-24,"['Comedy', 'Romance']"
1317,Nia DaCosta,Female,1989-11-08,"['Horror', 'Adventure', 'Action', 'Mystery', 'Thriller', 'Science Fiction']"
1318,Troy Quane,Male,,"['Fantasy', 'Comedy', 'Adventure', 'Action', 'Drama', 'Animation', 'Science Fiction']"
1319,Nick Bruno,Male,,"['Fantasy', 'Comedy', 'Adventure', 'Action', 'Drama', 'Animation', 'Science Fiction']"
1320,Kristoffer Borgli,Male,1985-08-09,"['Fantasy', 'Comedy']"
1321,Michael B. Jordan,Male,1987-02-09,"['Action', 'Drama']"
1322,Molly Gordon,Female,1995-12-06,['Comedy']
1323,Nick Lieberman,Male,1994-05-12,['Comedy']
1324,Cord Jefferson,Male,1982-01-01,"['Drama', 'Comedy']"
1325,Hikari,Female,,"['Drama', 'Comedy']"
1326,Lee Sung-jin,Male,1981-10-02,"['Drama', 'Comedy']"
1327,Ángel Manuel Soto,Male,1983-01-28,"['Adventure', 'Action', 'Science Fiction']"
1328,Sam Wrench,Male,,['Music']
1329,Brian Duffield,Male,1985-11-05,"['Horror', 'Thriller', 'Science Fiction']"
1330,Nicholas D. Johnson,Male,,"['Mystery', 'Thriller']"
1331,Will Merrick,,,"['Mystery', 'Thriller']"
1332,Michael Chaves,Male,,"['Horror', 'Mystery', 'Thriller']"
1333,Juel Taylor,Male,1987-05-01,"['Mystery', 'Comedy', 'Science Fiction']"
1334,Demián Rugna,Male,1979-09-13,"['Horror', 'Thriller']"
1335,Matt Johnson,Male,1985-10-05,"['Drama', 'Comedy', 'History']"
1336,Raine Allen-Miller,Female,,"['Comedy', 'Romance']"
1337,Patrick Wilson,Male,1973-07-03,"['Horror', 'Mystery', 'Thriller']"
1338,Scott Beck,Male,1984-10-22,"['Adventure', 'Action', 'Science Fiction']"
1339,Bryan Woods,Male,1984-09-14,"['Adventure', 'Action', 'Science Fiction']"
1340,Ally Pankiw,Female,1986-11-14,"['Drama', 'Thriller', 'Science Fiction', 'TV Movie']"
1341,Adele Lim,Female,,['Comedy']
1342,Jeremy Garelick,Male,,"['Crime', 'Mystery', 'Comedy']"
1343,Molly Manning Walker,Female,1993-09-14,['Drama']
1344,Rob Savage,Male,1992-07-01,"['Horror', 'Mystery', 'Thriller']"
1345,Ira Sachs,Male,1965-11-21,"['Drama', 'Romance']"
1346,Sammi Cohen,Non-binary,,['Comedy']
1347,Jaco Van Dormael,Male,1957-02-09,"['Drama', 'Romance', 'Science Fiction']"
1348,Adam Elliot,Male,1972-01-02,"['Drama', 'Animation', 'Comedy']"
1349,Juan José Campanella,Male,1959-07-19,"['Drama', 'Mystery', 'Thriller']"
1350,Shane Acker,Male,1971-01-01,"['Adventure', 'Action', 'Thriller', 'Animation', 'Science Fiction']"
1351,Rajkumar Hirani,Male,1962-11-20,"['Drama', 'Comedy']"
1352,Christopher Smith,Male,1970-08-16,['Horror']
1353,Drew Barrymore,Female,1975-02-22,['Drama']
1354,Tom Six,Male,1973-08-29,['Horror']
1355,Lee Daniels,Male,1959-12-24,['Drama']
1356,Allison Liddi-Brown,Female,,"['Comedy', 'Family', 'TV Movie']"
1357,Scott Sanders,Male,1968-06-10,"['Action', 'Comedy']"
1358,Ricky Gervais,Male,1961-06-25,"['Fantasy', 'Comedy', 'Romance']"
1359,Matthew Robinson,Male,1978-05-26,"['Fantasy', 'Comedy', 'Romance']"
1360,Takahiro Ikezoe,Male,1976-01-01,"['Animation', 'Drama', 'Comedy']"
1361,Takayuki Tanaka,Male,,"['Animation', 'Drama', 'Comedy']"
1362,Niels Arden Oplev,Male,1961-03-26,"['Crime', 'Drama', 'Mystery', 'Thriller']"
1363,Hoyt Yeatman,Male,1955-01-23,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Action', 'Animation']"
1364,Nora Twomey,Female,1971-10-31,"['Fantasy', 'Animation', 'Family']"
1365,Grant Heslov,Male,1963-05-15,"['Comedy', 'War']"
1366,Sean Byrne,Male,,['Horror']
1367,Cate Shortland,Female,1968-08-10,"['Adventure', 'Action', 'Science Fiction']"
1368,Jared Bush,Male,1974-06-12,"['Fantasy', 'Animation', 'Family', 'Comedy']"
1369,Enrico Casarosa,Male,1971-11-20,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Animation']"
1370,Chloé Zhao,Female,1982-03-31,"['Adventure', 'Action', 'Drama', 'Science Fiction']"
1371,Lin-Manuel Miranda,Male,1980-01-16,"['Music', 'Drama']"
1372,Hwang Dong-hyuk,Male,1971-05-26,"['Drama', 'Mystery']"
1373,Matt Shakman,Male,1975-08-08,"['Drama', 'Mystery']"
1374,Ryusuke Hamaguchi,Male,1978-12-16,['Drama']
1375,Andy Serkis,Male,1964-04-20,"['Adventure', 'Action', 'Science Fiction']"
1376,Mike Rianda,Male,1984-12-25,"['Adventure', 'Animation', 'Comedy']"
1377,Siân Heder,Female,1977-06-23,"['Music', 'Drama', 'Romance']"
1378,Dean Fleischer Camp,Male,,"['Fantasy', 'Comedy', 'Family', 'Drama', 'Animation']"
1379,Kate Herron,Female,,['Drama']
1380,Shaka King,Male,,"['Drama', 'History']"
1381,Leigh Janiak,Female,1980-02-01,"['Horror', 'Mystery']"
1382,Michael Sarnoski,Male,,"['Drama', 'Thriller']"
1383,Maggie Gyllenhaal,Female,1977-11-16,['Drama']
1384,Reinaldo Marcus Green,Male,,"['Drama', 'History']"
1385,Kari Skogland,Female,,['Drama']
1386,Taylor Swift,Female,1989-12-13,"['Music', 'Drama', 'Documentary']"
1387,Megan Park,Female,1986-07-24,['Drama']
1388,Valdimar Jóhannsson,Male,1978-01-01,"['Horror', 'Drama', 'Fantasy']"
1389,Rhys Thomas,Male,1979-09-18,"['Drama', 'Comedy']"
1390,Bertie,Female,,"['Drama', 'Comedy']"
1391,Bert,Female,,"['Drama', 'Comedy']"
1392,Simon McQuoid,Male,,"['Adventure', 'Action', 'Fantasy']"
1393,Malcolm D. Lee,Male,1970-01-11,"['Science Fiction', 'Animation', 'Family', 'Comedy']"
1394,Phil Tippett,Male,1951-09-27,"['Horror', 'Fantasy', 'Animation', 'Science Fiction']"
1395,Jane Schoenbrun,Non-binary,,"['Horror', 'Drama']"
1396,Philip Barantini,Male,1980-07-13,"['Drama', 'Thriller']"
1397,Jeymes Samuel,Male,1979-07-27,['Western']
1398,Jonas Poher Rasmussen,Male,1981-05-19,"['Animation', 'Documentary']"
1399,Sunghoo Park,Male,,"['Action', 'Fantasy', 'Animation']"
1400,Michael Fimognari,Male,1974-06-26,"['Drama', 'Comedy', 'Romance']"
1401,Jerrod Carmichael,Male,1987-06-22,"['Drama', 'Comedy']"
1402,Kevin Lewis,,,"['Horror', 'Action', 'Comedy']"
1403,Amy Poehler,Female,1971-09-16,"['Music', 'Drama', 'Comedy']"
1404,Cathy Yan,Female,1983-01-25,"['Crime', 'Action']"
1405,Max Barbakow,Male,,"['Comedy', 'Romance', 'Science Fiction']"
1406,Lee Isaac Chung,Male,1978-10-19,['Drama']
1407,Scott Frank,Male,1960-03-10,['Drama']
1408,Autumn de Wilde,Female,1970-10-21,"['Comedy', 'Romance']"
1409,Florian Zeller,Male,1979-06-28,['Drama']
1410,Antonio Campos,Male,1983-08-24,"['Crime', 'Drama', 'Thriller']"
1411,Hettie Macdonald,Female,,"['Drama', 'Comedy', 'Romance']"
1412,Thomas Kail,Male,1978-01-20,"['Drama', 'History']"
1413,J Blakeson,Male,1977-01-01,"['Crime', 'Drama', 'Thriller', 'Comedy']"
1414,Jason Woliner,Male,1980-06-01,['Comedy']
1415,Eugene Kotlyarenko,Male,,"['Horror', 'Crime', 'Comedy']"
1416,Clea DuVall,Female,1977-09-25,"['Comedy', 'Romance']"
1417,Michael Matthews,Male,,"['Adventure', 'Action', 'Comedy', 'Science Fiction']"
1418,Niki Caro,Female,1966-09-20,"['Adventure', 'Action', 'Fantasy', 'Drama']"
1419,Sam Hargrave,Male,1970-01-01,"['Action', 'Thriller']"
1420,Ross Stewart,Male,,"['Adventure', 'Fantasy', 'Animation', 'Family']"
1421,Janicza Bravo,Female,1981-02-25,"['Crime', 'Comedy']"
1422,Kornél Mundruczó,Male,1975-04-03,['Drama']
1423,Eliza Hittman,Female,1979-01-01,['Drama']
1424,Lana Wilson,Female,1983-08-09,"['Music', 'Documentary']"
1425,Craig Zobel,Male,1975-09-16,"['Horror', 'Action', 'Thriller']"
1426,Jeff Orlowski,Male,,"['Drama', 'Documentary']"
1427,Ciarán Foy,Male,1979-01-01,"['Horror', 'Drama', 'Mystery']"
1428,Liam Gavin,Male,,"['Horror', 'Drama', 'Mystery']"
1429,Ben Howling,Male,,"['Horror', 'Drama', 'Mystery']"
1430,Yolanda Ramke,Female,,"['Horror', 'Drama', 'Mystery']"
1431,Axelle Carolyn,Female,1979-04-03,"['Horror', 'Drama', 'Mystery']"
1432,E.L. Katz,Male,1981-01-07,"['Horror', 'Drama', 'Mystery']"
1433,George C. Wolfe,Male,1954-09-23,"['Music', 'Drama']"
1434,John Whitesell,Male,,"['Comedy', 'Romance']"
1435,William Eubank,Male,1982-11-15,"['Horror', 'Action', 'Adventure', 'Science Fiction']"
1436,Remi Weekes,Male,,"['Horror', 'Thriller']"
1437,Brett Haley,Male,,"['Drama', 'Romance']"
1438,Eric Goode,,,"['Crime', 'Documentary']"
1439,Rebecca Chaiklin,,,"['Crime', 'Documentary']"
1440,Lawrence Michael Levine,Male,1976-01-01,"['Drama', 'Thriller']"
1441,Philippa Ehrlich,Female,,['Documentary']
1442,James Reed,,,['Documentary']
1443,Haruo Sotozaki,Male,,"['Fantasy', 'Adventure', 'Action', 'Thriller', 'Animation']"
1444,David Prior,Male,1969-01-06,"['Horror', 'Mystery', 'Thriller']"
1445,Will McCormack,Male,1974-01-13,"['Drama', 'Animation']"
1446,Michael Govier,,,"['Drama', 'Animation']"
1447,Regina King,Female,1971-01-15,['Drama']
1448,Adil El Arbi,Male,1988-06-30,"['Crime', 'Action', 'Thriller']"
1449,Bilall Fallah,Male,1986-01-04,"['Crime', 'Action', 'Thriller']"
1450,Lee Chung-hyun,Male,1990-01-26,"['Mystery', 'Thriller', 'Science Fiction']"
1451,Cho Il,Male,,"['Adventure', 'Action', 'Thriller', 'Horror']"
1452,Jason Hehir,Male,1976-09-29,['Documentary']
1453,Josephine Decker,Female,1981-04-02,"['Drama', 'Mystery', 'Thriller']"
1454,Barbara Białowąs,Female,1978-08-20,"['Drama', 'Romance']"
1455,Tomasz Mandes,Male,1976-06-14,"['Drama', 'Romance']"
1456,Ric Roman Waugh,Male,1968-02-20,"['Action', 'Thriller', 'Drama']"
1457,Rachel Lee Goldenberg,Female,,"['Drama', 'Comedy']"
1458,Dave Franco,Male,1985-06-12,"['Horror', 'Mystery', 'Thriller']"
1459,Anders Thomas Jensen,Male,1972-04-06,"['Action', 'Comedy', 'Drama']"
